dateannounced,numcases_h,total_cases_h,numcases_r,total_cases_r,numcases_d,total_cases_d,Total Tested,daily_test
2020-03-19,,,1.0,1.0,,,,
2020-03-25,,,2.0,3.0,,,,
2020-03-26,,,3.0,6.0,,,,
2020-03-28,,,1.0,7.0,,,,
2020-03-30,1.0,1.0,,,,,,
2020-03-31,,,3.0,10.0,,,,
2020-04-02,,,1.0,11.0,,,1232.0,1232.0
2020-04-04,1.0,2.0,,,,,,
2020-04-05,,,5.0,16.0,,,,
2020-04-07,,,1.0,17.0,,,,
2020-04-09,8.0,10.0,,,,,,
2020-04-10,,,,,,,3473.0,2241.0
2020-04-11,7.0,17.0,,,,,3858.0,385.0
2020-04-12,6.0,23.0,1.0,18.0,,,3945.0,87.0
2020-04-13,,,,,,,4377.0,432.0
2020-04-14,2.0,25.0,3.0,21.0,,,4812.0,435.0
2020-04-15,,,4.0,25.0,,,5122.0,310.0
2020-04-16,3.0,28.0,6.0,31.0,,,5519.0,397.0
2020-04-17,,,1.0,32.0,,,5776.0,257.0
2020-04-18,,,1.0,33.0,,,5776.0,0.0
2020-04-19,,,,,,,6675.0,899.0
2020-04-20,,,,,,,7601.0,926.0
2020-04-21,,,,,,,8272.0,671.0
2020-04-22,,,3.0,36.0,,,9220.0,948.0
2020-04-23,,,2.0,38.0,,,10346.0,1126.0
2020-04-24,,,,,,,11386.0,1040.0
2020-04-25,1.0,29.0,2.0,40.0,,,12596.0,1210.0
2020-04-26,,,,,,,13786.0,1190.0
2020-04-27,,,,,,,14987.0,1201.0
2020-04-28,1.0,30.0,2.0,42.0,,,15737.0,750.0
2020-04-29,,,,,,,16546.0,809.0
2020-04-30,2.0,32.0,2.0,44.0,,,17541.0,995.0
2020-05-01,3.0,35.0,,,,,18039.0,498.0
2020-05-03,14.0,49.0,,,,,19902.0,1863.0
2020-05-04,1.0,50.0,,,,,,
2020-05-05,1.0,51.0,,,,,21323.0,1421.0
2020-05-06,,,,,,,22188.0,865.0
2020-05-08,,,2.0,46.0,,,23629.0,1441.0
2020-05-09,,,5.0,51.0,,,24506.0,877.0
2020-05-10,,,6.0,57.0,,,25282.0,776.0
2020-05-11,,,4.0,61.0,,,,
2020-05-12,,,1.0,62.0,,,27339.0,2057.0
2020-05-13,,,1.0,63.0,,,28837.0,1498.0
2020-05-14,1.0,52.0,1.0,64.0,,,29697.0,860.0
2020-05-15,6.0,58.0,,,,,31341.0,1644.0
2020-05-16,1.0,59.0,2.0,66.0,,,32678.0,1337.0
2020-05-17,18.0,77.0,1.0,67.0,,,0.0,-32678.0
2020-05-18,10.0,87.0,,,,,36606.0,36606.0
2020-05-19,5.0,92.0,,,,,39010.0,2404.0
2020-05-20,14.0,106.0,,,,,,
2020-05-21,14.0,120.0,,,,,45522.0,6512.0
2020-05-22,44.0,164.0,3.0,70.0,,,48116.0,2594.0
2020-05-23,42.0,206.0,2.0,72.0,,,49763.0,1647.0
2020-05-24,38.0,244.0,,,,,,
2020-05-25,40.0,284.0,3.0,75.0,,,55022.0,5259.0
2020-05-26,68.0,352.0,12.0,87.0,,,57479.0,2457.0
2020-05-27,4.0,356.0,4.0,91.0,,,59320.0,1841.0
2020-05-28,34.0,390.0,,,,,61771.0,2451.0
2020-05-29,17.0,407.0,17.0,108.0,1.0,1.0,63992.0,2221.0
2020-05-30,32.0,439.0,2.0,110.0,,,66417.0,2425.0
2020-05-31,51.0,490.0,12.0,122.0,,,69152.0,2735.0
2020-06-01,49.0,539.0,7.0,129.0,,,70726.0,1574.0
2020-06-02,15.0,554.0,9.0,138.0,1.0,2.0,73198.0,2472.0
2020-06-03,64.0,618.0,40.0,178.0,,,76446.0,3248.0
2020-06-04,147.0,765.0,36.0,214.0,,,78971.0,2525.0
2020-06-05,90.0,855.0,25.0,239.0,,,81773.0,2802.0
2020-06-06,60.0,915.0,28.0,267.0,2.0,4.0,85346.0,3573.0
2020-06-07,150.0,1065.0,7.0,274.0,,,88896.0,3550.0
2020-06-08,124.0,1189.0,69.0,343.0,,,92598.0,3702.0
2020-06-09,14.0,1203.0,12.0,355.0,1.0,5.0,93059.0,461.0
2020-06-10,51.0,1254.0,4.0,359.0,1.0,6.0,94576.0,1517.0
2020-06-11,136.0,1390.0,70.0,429.0,,,96230.0,1654.0
2020-06-12,47.0,1437.0,123.0,552.0,,,98603.0,2373.0
2020-06-13,105.0,1542.0,87.0,639.0,,,101554.0,2951.0
2020-06-14,121.0,1663.0,88.0,727.0,3.0,9.0,103895.0,2341.0
2020-06-15,44.0,1707.0,124.0,851.0,0.0,9.0,107172.0,3277.0
2020-06-16,69.0,1776.0,91.0,942.0,,,110062.0,2890.0
2020-06-17,80.0,1856.0,165.0,1107.0,,,113613.0,3551.0
2020-06-18,82.0,1938.0,103.0,1210.0,,,116329.0,2716.0
2020-06-19,72.0,2010.0,103.0,1313.0,1.0,10.0,120523.0,4194.0
2020-06-20,116.0,2126.0,63.0,1376.0,1.0,11.0,123983.0,3460.0
2020-06-21,121.0,2247.0,53.0,1429.0,,,126246.0,2263.0
2020-06-22,47.0,2294.0,66.0,1495.0,1.0,12.0,129731.0,3485.0
2020-06-23,83.0,2377.0,40.0,1535.0,,,133753.0,4022.0
2020-06-24,34.0,2411.0,74.0,1609.0,,,137400.0,3647.0
2020-06-25,37.0,2448.0,128.0,1737.0,,,142090.0,4690.0
2020-06-26,89.0,2537.0,156.0,1893.0,1.0,13.0,144828.0,2738.0
2020-06-27,65.0,2602.0,52.0,1945.0,,,152874.0,8046.0
2020-06-28,84.0,2686.0,125.0,2070.0,,,154526.0,1652.0
2020-06-29,101.0,2787.0,88.0,2158.0,,,156386.0,1860.0
2020-06-30,63.0,2850.0,100.0,2258.0,,,160650.0,4264.0
2020-07-01,,,,,,,163662.0,3012.0
2020-07-02,,,,,,,166656.0,2994.0
2020-07-03,,,,,,,177554.0,10898.0
2020-07-04,,,,,,,179782.0,2228.0
2020-07-05,,,,,,,182636.0,2854.0
2020-07-06,,,,,,,185399.0,2763.0
2020-07-07,,,,,,,189038.0,3639.0
2020-07-08,,,,,,,191938.0,2900.0
2020-07-09,,,,,,,196150.0,4212.0
2020-07-10,,,,,,,200006.0,3856.0
